,mfl_id,sportradar_id,fantasypros_id,gsis_id,pff_id,sleeper_id,nfl_id,espn_id,yahoo_id,fleaflicker_id,cbs_id,pfr_id,cfbref_id,rotowire_id,rotoworld_id,ktc_id,stats_id,stats_global_id,fantasy_data_id,swish_id,name,merge_name,position,team,birthdate,age,draft_year,draft_round,draft_pick,draft_ovr,twitter_username,height,weight,college,db_season,cleaned_name,match_key,mapped_ids
10245,1753,,,,,,,,,,,ZolaSc00,scott-zolak-1,,,,,0.0,,,Scott Zolak,scott zolak,QB,FA,,,1991.0,4.0,1.0,84.0,,77.0,222.0,Maryland,2025,Scott Zolak,Scott Zolak_<NA>,
10246,1870,,,,,,,,,,,JustPa00,paul-justin-1,755.0,,,,0.0,,,Paul Justin,paul justin,QB,FA,,,1991.0,7.0,23.0,190.0,,76.0,202.0,Arizona State,2025,Paul Justin,Paul Justin_<NA>,
10275,2456,,,,,,,,,,,,,,,,,0.0,,,Kevin Drake,kevin drake,WR,FA,,,1991.0,6.0,13.0,,,77.0,298.0,Illinois,2025,Kevin Drake,Kevin Drake_<NA>,
10288,4506,,,,,,,,,,,,,,,,,0.0,,,Brad Johnson,brad johnson,QB,TBB,,,1991.0,2.0,13.0,,,,,Miami (Fla.),2025,Brad Johnson,Brad Johnson_<NA>,
10294,4530,,,,,,,,,,,,,,,,,0.0,,,J.j. Johnson,jj johnson,RB,MIA,,,1991.0,5.0,16.0,,,,,Arizona State,2025,J.j. Johnson,J.j. Johnson_<NA>,
10298,4560,,,,,,,,,,,,,,,,,0.0,,,Keyshawn Johnson,keyshawn johnson,WR,TBB,,,1991.0,7.0,8.0,,,,,,2025,Keyshawn Johnson,Keyshawn Johnson_<NA>,
10306,4602,,,,,,,,,,,,,,,,,0.0,,,Pat Johnson,pat johnson,WR,BAL,,,1991.0,9.0,15.0,,,,,Virginia,2025,Pat Johnson,Pat Johnson_<NA>,
10315,4650,,,,,,,,,,,,,,,,,0.0,,,Chris T Jones,chris t jones,WR,FA,,,1991.0,11.0,16.0,,,,,Richmond,2025,Chris T Jones,Chris T Jones_<NA>,
10326,1123,,,,,,,,,,,CentLa00,,,,,,0.0,,,Larry Centers,larry centers,RB,FA,,,1990.0,5.0,6.0,115.0,,72.0,225.0,Stephen F. Austin,2025,Larry Centers,Larry Centers_<NA>,
10327,1128,,,,,,,,,,1378.0,,,84.0,637.0,,,0.0,,,Steve Christie,steve christie,PK,FA,,,1990.0,,,,,72.0,185.0,William & Mary,2025,Steve Christie,Steve Christie_<NA>,
10328,1212,,,,,,,,,,,,,,,,,0.0,,,Mark Bruener,mark bruener,TE,PIT,,,1990.0,,,,,70.0,192.0,UCLA,2025,Mark Bruener,Mark Bruener_<NA>,
10329,1226,,,,,,,,,,,FrieJo00,,582.0,,,,0.0,,,John Friesz,john friesz,QB,FA,,,1990.0,6.0,1.0,138.0,,76.0,218.0,Idaho,2025,John Friesz,John Friesz_<NA>,
10331,1259,,,,,,,,,,,GreeEr00,,791.0,,,,0.0,,,Eric Green,eric green,TE,FA,,,1990.0,1.0,21.0,21.0,,77.0,280.0,Liberty,2025,Eric Green,Eric Green_<NA>,
10333,1266,,,,,,,,,,,GreeWi00,willie-green-2,205.0,,,,0.0,,,Willie Green,willie green,WR,FA,,,1990.0,8.0,1.0,194.0,,74.0,181.0,Mississippi,2025,Willie Green,Willie Green_<NA>,
10340,1464,,,,,,,,,,,,,,,,,0.0,,,Rae Carruth,rae carruth,WR,FA,,,1990.0,3.0,27.0,,,74.0,207.0,Michigan,2025,Rae Carruth,Rae Carruth_<NA>,
10341,1488,,,,,,,,,,,MitcBr00,,670.0,1013.0,,,0.0,,,Brian Mitchell,brian mitchell,RB,FA,,,1990.0,5.0,21.0,130.0,,70.0,203.0,SW Louisiana,2025,Brian Mitchell,Brian Mitchell_<NA>,
10342,1491,,,,,,,,,,,MitcSc00,scott-mitchell-2,,,,,0.0,,,Scott Mitchell,scott mitchell,QB,FA,,,1990.0,4.0,12.0,93.0,,78.0,230.0,Utah,2025,Scott Mitchell,Scott Mitchell_<NA>,
10347,1605,,,,,,,,,,,SharSh00,,744.0,54.0,,,0.0,,,Shannon Sharpe,shannon sharpe,TE,FA,,,1990.0,7.0,27.0,192.0,ShannonSharpe,,230.0,,2025,Shannon Sharpe,Shannon Sharpe_<NA>,
10348,1621,,,,,,,,,,,SmitEm00,emmitt-smith-1,,2100.0,,,0.0,,,Emmitt Smith,emmitt smith,RB,DAL,,,1990.0,1.0,17.0,17.0,EmmittSmith22,69.0,209.0,Florida,2025,Emmitt Smith,Emmitt Smith_<NA>,
10351,1699,,,,,,,,,,,WalkDe00,derrick-walker-2,327.0,,,,0.0,,,Derrick Walker,derrick walker,TE,FA,,,1990.0,6.0,26.0,163.0,,72.0,244.0,Michigan,2025,Derrick Walker,Derrick Walker_<NA>,
10385,6012,,,,,,,,,,,,,,,,,0.0,,,Eric Moulds,eric moulds,WR,BUF,,,1990.0,3.0,25.0,,,,,Oregon,2025,Eric Moulds,Eric Moulds_<NA>,
10386,6018,,,,,,,,,,,,,,,,,0.0,,,Muhsin Muhammad,muhsin muhammad,WR,CAR,,,1990.0,4.0,10.0,,,,,Notre Dame,2025,Muhsin Muhammad,Muhsin Muhammad_<NA>,
10395,6066,,,,,,,,,,,,,,,,,0.0,,,Lorenzo Neal,lorenzo neal,RB,FA,,,1990.0,7.0,20.0,,,,,Ohio State,2025,Lorenzo Neal,Lorenzo Neal_<NA>,
10396,6072,,,,,,,,,,,,,,,,,0.0,,,Joe Nedney,joe nedney,PK,TEN,,,1990.0,8.0,4.0,,,,,Norfolk State,2025,Joe Nedney,Joe Nedney_<NA>,
10416,6174,,,,,,,,,,,,,,,,,0.0,,,Terrell Owens,terrell owens,WR,SFO,,,1990.0,12.0,22.0,,,,,Southern,2025,Terrell Owens,Terrell Owens_<NA>,
10420,1159,,,,,,,,,,,CrosHo00,howard-cross-1,446.0,,,,0.0,,,Howard Cross,howard cross,TE,FA,,,1989.0,6.0,19.0,158.0,,77.0,245.0,Alabama,2025,Howard Cross,Howard Cross_<NA>,
10426,1472,,,,,,,,,,,MetcEr00,eric-metcalf-1,,,,,0.0,,,Eric Metcalf,eric metcalf,WR,FA,,,1989.0,1.0,13.0,13.0,,70.0,188.0,Texas,2025,Eric Metcalf,Eric Metcalf_<NA>,
10427,1537,,,,,,,,,,,PeetRo00,rodney-peete-1,516.0,2372.0,,,0.0,,,Rodney Peete,rodney peete,QB,FA,,,1989.0,6.0,2.0,141.0,RodneyPeete9,72.0,207.0,Southern California,2025,Rodney Peete,Rodney Peete_<NA>,
10430,1592,,,,,,,,,,,SandBa00,barry-sanders-1,,,,,0.0,,,Barry Sanders,barry sanders,RB,FA,,,1989.0,1.0,3.0,3.0,BarrySanders,68.0,203.0,Oklahoma State,2025,Barry Sanders,Barry Sanders_<NA>,
10434,1676,,,,,,,,,,,TollBi00,billy-joe-tolliver-1,27.0,,,,0.0,,,Billy joe Tolliver,billy joe tolliver,QB,FA,,,1989.0,2.0,23.0,51.0,,73.0,218.0,Texas Tech,2025,Billy joe Tolliver,Billy joe Tolliver_<NA>,
10450,2286,,,,,,,,,,,,,,,,,0.0,,,Al Del Greco,al del greco,PK,FA,,,1989.0,6.0,12.0,,,78.0,285.0,Idaho,2025,Al Del Greco,Al Del Greco_<NA>,
10458,4301,,,,,,,,,,,,,1871.0,,,,0.0,,,Mike Barber,mike barber,WR,FA,,,1989.0,4.0,28.0,,,70.0,172.0,Marshall,2025,Mike Barber,Mike Barber_<NA>,
10470,6276,,,,,,,,,,,,,,,,,0.0,,,De'Mond Parker,demond parker,RB,GBP,,,1989.0,8.0,5.0,,,,,Missouri,2025,DeMond Parker,DeMond Parker_<NA>,
10485,1061,,,,,,,,,,,BladBr00,brian-blades-1,,,,,0.0,,,Brian Blades,brian blades,WR,FA,,,1988.0,2.0,,49.0,,71.0,189.0,Miami (Fla.),2025,Brian Blades,Brian Blades_<NA>,
10493,1387,,,,,,,,,,,KincBr00,brian-kinchen-1,50.0,,,,0.0,,,Brian Kinchen,brian kinchen,TE,FA,,,1988.0,12.0,,320.0,,,240.0,LSU,2025,Brian Kinchen,Brian Kinchen_<NA>,
10495,1587,,,,,,,,,,,,,637.0,,,,0.0,,,Mark Rypien,mark rypien,QB,FA,,,1988.0,6.0,,,,76.0,234.0,Washington State,2025,Mark Rypien,Mark Rypien_<NA>,
10496,1660,,,,,,,,,,,ThomTh00,thurman-thomas-1,,,,,0.0,,,Thurman Thomas,thurman thomas,RB,FA,,,1988.0,2.0,,40.0,thurmanthomas,70.0,198.0,Oklahoma State,2025,Thurman Thomas,Thurman Thomas_<NA>,
10525,1113,,,,,,,,,,,CarrMa00,,712.0,,,,0.0,,,Mark Carrier,mark carrier,WR,FA,,,1987.0,3.0,,57.0,,72.0,185.0,Nicholls State,2025,Mark Carrier,Mark Carrier_<NA>,
10526,1117,,,,,,,,,,,,,377.0,,,,0.0,,,Cris Carter,cris carter,WR,FA,,,1987.0,,,,,,198.0,Ohio State,2025,Cris Carter,Cris Carter_<NA>,
10527,1168,,,,,,,,,,,davisgre01,,381.0,,,,0.0,,,Greg Davis,greg davis,PK,FA,,,1987.0,9.0,,246.0,,,205.0,The Citadel,2025,Greg Davis,Greg Davis_<NA>,
10528,1234,,,,,,,,,,,GannRi00,,340.0,24.0,,,0.0,,,Rich Gannon,rich gannon,QB,FA,,,1987.0,4.0,,98.0,RichGannon12,,210.0,Delaware,2025,Rich Gannon,Rich Gannon_<NA>,
10534,1480,,,,,,,,,,,MillCh00,chris-miller-4,1156.0,,,,0.0,,,Chris Miller,chris miller,QB,FA,,,1987.0,1.0,13.0,13.0,,74.0,212.0,Oregon,2025,Chris Miller,Chris Miller_<NA>,
10535,1506,,,,,,,,,,,,,,,,,0.0,,,Ki-Jana Carter,ki-jana carter,RB,FA,,,1987.0,,,,,73.0,187.0,SMU,2025,Ki-Jana Carter,Ki-Jana Carter_<NA>,
10551,3696,,,,,,,,,,,,,,,,,0.0,,,Jason Hanson,jason hanson,PK,DET,,,1987.0,,,,,73.0,208.0,Mississippi,2025,Jason Hanson,Jason Hanson_<NA>,
10568,1618,,,,,,,,,,,SlauWe00,webster-slaughter-1,1020.0,,,,0.0,,,Webster Slaughter,webster slaughter,WR,FA,,,1986.0,2.0,,43.0,,73.0,175.0,San Diego State,2025,Webster Slaughter,Webster Slaughter_<NA>,
10603,3642,,,,,,,,,,,,,,,,,0.0,,,Ty Hallock,ty hallock,RB,CHI,,,1985.0,,,,,76.0,239.0,Southern California,2025,Ty Hallock,Ty Hallock_<NA>,
10606,5316,,,,,,,,,,,,,,,,,0.0,,,Curtis Martin,curtis martin,RB,NYJ,,,1985.0,,,,,,186.0,,2025,Curtis Martin,Curtis Martin_<NA>,
10609,5454,,,,,,,,,,,,,,,,,0.0,,,Andy Mccullough,andy mccullough,WR,ARI,,,1985.0,11.0,,,,74.0,285.0,Tennessee,2025,Andy Mccullough,Andy Mccullough_<NA>,
10632,1381,,,,,,,,,,,JunkTr20,trey-junkin-1,,,,,0.0,,,Trey Junkin,trey junkin,TE,FA,,,1983.0,4.0,,93.0,,74.0,258.0,Louisiana Tech,2025,Trey Junkin,Trey Junkin_<NA>,
10651,1737,,,,,,,,,,,WilsWa00,,178.0,,,,0.0,,,Wade Wilson,wade wilson,QB,FA,,,1981.0,8.0,,210.0,,75.0,206.0,,2025,Wade Wilson,Wade Wilson_<NA>,
10660,5286,,,,,,,,,,,,,,,,,0.0,,,Dan Marino,dan marino,QB,FA,,,1979.0,,,,,70.0,186.0,Washington,2025,Dan Marino,Dan Marino_<NA>,
10663,5376,,,,,,,,,,,,,,,,,0.0,,,Shane Matthews,shane matthews,QB,CHI,,,1979.0,,,,,73.0,189.0,South Carolina,2025,Shane Matthews,Shane Matthews_<NA>,
10664,5322,,,,,,,,,,,,,,,,,0.0,,,Jamie Martin,jamie martin,QB,JAC,,,1974.0,,,,,74.0,198.0,Youngstown St,2025,Jamie Martin,Jamie Martin_<NA>,
10669,174,,,,,,,,,,,,,,,,,0.0,,,Mike Alstott,mike alstott,RB,TBB,,,1970.0,,,,,,,,2025,Mike Alstott,Mike Alstott_<NA>,
10674,222,,,,,,,,,,,,,,,,,0.0,,,Richie Anderson,richie anderson,RB,NYJ,,,1970.0,,,,,,,,2025,Richie Anderson,Richie Anderson_<NA>,
10687,324,,,,,,,,,,,,,,,,,0.0,,,Robert Baker,robert baker,WR,MIA,,,1970.0,,,,Vikings,,,,2025,Robert Baker,Robert Baker_<NA>,
10700,432,,,,,,,,,,,,,,,,,0.0,,,Mike Bartrum,mike bartrum,TE,PHI,,,1970.0,,,,houstontexans,,,,2025,Mike Bartrum,Mike Bartrum_<NA>,
10703,468,,,,,,,,,,,,,,,,,0.0,,,Marco Battaglia,marco battaglia,TE,CIN,,,1970.0,,,,Eagles,,,,2025,Marco Battaglia,Marco Battaglia_<NA>,
10777,660,,,,,,,,,,513.0,,,,,,,0.0,,,Jerome Bettis,jerome bettis,RB,PIT,,,1970.0,,,,steelers,,,,2025,Jerome Bettis,Jerome Bettis_<NA>,
10779,672,,,,,,,,,,529.0,,,,,,,0.0,,,Tshimanga Biakabutuka,tshimanga biakabutuka,RB,CAR,,,1970.0,,,,detroitlionsnfl,,,,2025,Tshimanga Biakabutuka,Tshimanga Biakabutuka_<NA>,
10785,768,,,,,,,,,,,,,,,,,0.0,,,Michael Black,michael black,RB,FA,,,1970.0,,,,Eagles,,,,2025,Michael Black,Michael Black_<NA>,
10828,1158,,,,,,,,,,,,,503.0,,,,0.0,,,Troy Brown,troy brown,WR,NEP,1971-05-22,50.0,0.0,,,,,,212.0,Ball State,2025,Troy Brown,Troy Brown_<NA>,
10831,1177,,,,,,,,,,,,,,,,,0.0,,,Al Delgreco,al delgreco,PK,FA,,,0.0,,,,,70.0,202.0,Auburn,2025,Al Delgreco,Al Delgreco_<NA>,
10832,1198,,,,,,,,,,,,,1221.0,,,,0.0,,,Keith Elias,keith elias,RB,FA,1972-02-03,49.3,0.0,,,,,69.0,191.0,Princeton,2025,Keith Elias,Keith Elias_<NA>,
10862,1345,,,,,,,,,,,,,1516.0,,,,0.0,,,James Jenkins,james jenkins,TE,FA,,,0.0,,,,,74.0,241.0,Rutgers,2025,James Jenkins,James Jenkins_<NA>,
10867,1397,,,,,,,,,,,,,116.0,,,,0.0,,,Erik Kramer,erik kramer,QB,FA,,,0.0,,,,,73.0,199.0,North Carolina State,2025,Erik Kramer,Erik Kramer_<NA>,
10872,1471,,,,,,,,,,,,,174.0,,,,0.0,,,Richie Cunningham,richie cunningham,PK,JAC,1970-08-18,50.7,0.0,,,,,70.0,167.0,SW Louisiana,2025,Richie Cunningham,Richie Cunningham_<NA>,
10873,1496,,,,,,,,,,,,,,,,,0.0,,,Warren Moon,warren moon,QB,FA,,,0.0,,,,WMoon1,75.0,212.0,Washington,2025,Warren Moon,Warren Moon_<NA>,
10885,1639,,,,,,,,,,,,,,,,,0.0,,,Dwight Stone,dwight stone,RB,FA,,,0.0,,,,,72.0,180.0,Middle Tennessee Sta,2025,Dwight Stone,Dwight Stone_<NA>,
10886,1661,,,,,,,,,,,,,246.0,,,,0.0,,,Jeff Thomason,jeff thomason,TE,FA,,,0.0,,,,,,250.0,Oregon,2025,Jeff Thomason,Jeff Thomason_<NA>,
10887,1677,,,,,,,,,,,,,,,,,0.0,,,Mike Tomczak,mike tomczak,QB,FA,,,0.0,,,,,73.0,195.0,Ohio State,2025,Mike Tomczak,Mike Tomczak_<NA>,
10891,1704,,,,,,,,,,,,,,,,,0.0,,,Steve Walsh,steve walsh,QB,FA,,,0.0,,,,,75.0,204.0,Miami (Fla.),2025,Steve Walsh,Steve Walsh_<NA>,
10895,1841,,,,,,,,,,,,,681.0,,,,0.0,,,Leslie Shepherd,leslie shepherd,WR,FA,,,0.0,,,,,71.0,189.0,Temple,2025,Leslie Shepherd,Leslie Shepherd_<NA>,
10896,1842,,,,,,,,,,,,,313.0,992.0,,,0.0,,,Mike Hollis,mike hollis,PK,FA,1972-05-22,49.0,0.0,,,,ProFormKicking,67.0,178.0,Idaho,2025,Mike Hollis,Mike Hollis_<NA>,
10901,1858,1e436b1f-6706-45be-b1b6-ce2969df48fe,,00-0026515,5191.0,780.0,34722.0,12771.0,9608.0,,1674227.0,CartTo99,,112.0,,,,284092.0,12636.0,,Tony Carter,tony carter,RB,FA,1972-08-23,48.7,0.0,,,,,69.0,175.0,Minnesota,2025,Tony Carter,Tony Carter_<NA>,
10904,1867,,,,,,,,,,,,,579.0,1311.0,,,0.0,,,James McKnight,james mcknight,WR,FA,1972-06-17,48.9,0.0,,,,,,186.0,Liberty,2025,James McKnight,James McKnight_<NA>,
10905,1872,,,,,,,,,,,,,,,,,0.0,,,Chris Thomas,chris thomas,WR,FA,1971-07-16,49.8,0.0,,,,,73.0,180.0,Cal Poly S.L.O.,2025,Chris Thomas,Chris Thomas_<NA>,
10945,2613,,,,,,,,,,,,,,,,,0.0,,,Billy Davis,billy davis,WR,FA,1972-07-06,48.8,0.0,,,,,73.0,199.0,Pittsburgh,2025,Billy Davis,Billy Davis_<NA>,
10950,2866,,,,,,,,,,,,,,,,,0.0,,,Larry Bowie,larry bowie,RB,STL,1973-03-21,48.1,0.0,,,,,72.0,249.0,Georgia,2025,Larry Bowie,Larry Bowie_<NA>,
10951,2869,,,,,,,,,,,,,,,,,0.0,,,Greg Delong,greg delong,TE,FA,1973-04-03,48.1,0.0,,,,,76.0,245.0,North Carolina,2025,Greg Delong,Greg Delong_<NA>,
10967,3105,,,,,,,,,,,,,,,,,0.0,,,Mark Harris,mark harris,WR,FA,1970-04-28,51.0,0.0,,,,,76.0,201.0,Stanford,2025,Mark Harris,Mark Harris_<NA>,
10989,3163,,,,,,,,,,,,,,,,,0.0,,,Latorio Rachal,latorio rachal,WR,FA,1973-01-31,48.3,0.0,,,,,71.0,183.0,Fresno State,2025,Latorio Rachal,Latorio Rachal_<NA>,
10991,3166,,,,,,,,,,1755.0,,,977.0,,,,0.0,,,Chad Lewis,chad lewis,TE,FA,1971-10-05,49.6,0.0,,,,,,252.0,Brigham Young,2025,Chad Lewis,Chad Lewis_<NA>,
10992,3171,,,,,,,,,,,,,886.0,,,,0.0,,,Derrick Cullors,derrick cullors,RB,FA,1972-12-26,48.4,0.0,,,,,71.0,205.0,Murray State,2025,Derrick Cullors,Derrick Cullors_<NA>,
11002,3192,,,,,,,,,,,,,506.0,,,,0.0,,,Freddie Solomon,freddie solomon,WR,FA,1972-08-15,48.7,0.0,,,,,70.0,180.0,South Carolina St,2025,Freddie Solomon,Freddie Solomon_<NA>,
11014,3225,,,,,,,,,,,,,,,,,0.0,,,Eric Smith,eric smith,WR,FA,1971-01-05,50.3,0.0,,,,,71.0,183.0,LSU,2025,Eric Smith,Eric Smith_<NA>,
11025,3258,,,,,,,,,,,,,855.0,,,,0.0,,,Mike Quinn,mike quinn,QB,FA,1974-04-15,47.1,0.0,,,,,,220.0,Stephen F. Austin,2025,Mike Quinn,Mike Quinn_<NA>,
11033,3271,,,,,,,,,,,,,1717.0,,,,0.0,,,Ed Smith,ed smith,TE,FA,,,0.0,,,,,76.0,253.0,,2025,Ed Smith,Ed Smith_<NA>,
11034,3274,,,,,,,,,,,,,979.0,,,,0.0,,,Robert Chancey,robert chancey,RB,FA,1972-09-07,48.7,0.0,,,,,72.0,260.0,,2025,Robert Chancey,Robert Chancey_<NA>,
11044,3493,,,,,,,,,,,,,982.0,,,,0.0,,,Steve Lindsey,steve lindsey,PK,FA,,,0.0,,,,,73.0,185.0,Mississippi,2025,Steve Lindsey,Steve Lindsey_<NA>,
11052,3513,,,,,,,,,,,,,1115.0,,,,0.0,,,Damon Gibson,damon gibson,WR,FA,1975-02-25,46.2,0.0,,,,,69.0,184.0,Iowa,2025,Damon Gibson,Damon Gibson_<NA>,
11054,3515,,,,,,,,,,,,,,,,,0.0,,,Robert Thomas,robert thomas,RB,FA,1974-12-01,46.4,0.0,,,,,73.0,260.0,,2025,Robert Thomas,Robert Thomas_<NA>,
11067,3535,,,,,,,,,,,,,2006.0,,,,0.0,,,Josh Wilcox,josh wilcox,TE,FA,1974-06-05,46.9,0.0,,,,,75.0,255.0,Oregon,2025,Josh Wilcox,Josh Wilcox_<NA>,
11069,3537,,,,,,,,,,,,,,,,,0.0,,,Tremayne Stephens,tremayne stephens,RB,FA,1976-04-16,45.1,0.0,,,,,71.0,206.0,North Carolina State,2025,Tremayne Stephens,Tremayne Stephens_<NA>,
11070,3540,,,,,,,,,,,,,1543.0,,,,0.0,,,Robert Wilson,robert wilson,WR,FA,1974-06-23,46.9,0.0,,,,,71.0,176.0,Florida A&M,2025,Robert Wilson,Robert Wilson_<NA>,
11084,3571,,,,,,,,,,,,,1000.0,,,,0.0,,,Corey Walker,corey walker,RB,FA,1973-06-04,47.9,0.0,,,,,70.0,188.0,Arkansas State,2025,Corey Walker,Corey Walker_<NA>,
11085,3573,,,,,,,,,,,,,1111.0,,,,0.0,,,Brandon Bennett,brandon bennett,RB,FA,1973-02-03,48.3,0.0,,,,,71.0,220.0,South Carolina,2025,Brandon Bennett,Brandon Bennett_<NA>,
11088,3578,,,,,,,,,,,,,,,,,0.0,,,Mark Thomas,mark thomas,TE,FA,,,0.0,,,,,,,,2025,Mark Thomas,Mark Thomas_<NA>,
11091,3584,,,,,,,,,,,,,,,,,0.0,,,Brock Olivo,brock olivo,RB,FA,1976-06-24,44.9,0.0,,,,,72.0,226.0,Missouri,2025,Brock Olivo,Brock Olivo_<NA>,
11102,3605,,,,,,,,,,,,,,,,,0.0,,,Jermaine Williams,jermaine williams,RB,FA,1972-07-03,48.8,0.0,,,,,72.0,228.0,Houston,2025,Jermaine Williams,Jermaine Williams_<NA>,
11103,3606,,,,,,,,,,,,,1975.0,,,,0.0,,,Az-Zahir Hakim,az-zahir hakim,WR,STL,1975-06-14,45.9,0.0,,,,,74.0,240.0,Troy State,2025,Az-Zahir Hakim,Az-Zahir Hakim_<NA>,
11126,4763,,,,,,,,,,,,,,,,,0.0,,,Damon Hodge,damon hodge,WR,FA,,,0.0,,,,,,192.0,Alabama State,2025,Damon Hodge,Damon Hodge_<NA>,
11131,4773,,,,,,,,,,,,,1467.0,,,,0.0,,,Chris Daniels,chris daniels,WR,FA,1977-03-30,44.1,0.0,,,,,75.0,219.0,Purdue,2025,Chris Daniels,Chris Daniels_<NA>,
11137,4780,,,,,,,,,,,,,2418.0,,,,0.0,,,Jonas Lewis,jonas lewis,RB,FA,1976-12-27,44.4,0.0,,,,,,210.0,San Diego State,2025,Jonas Lewis,Jonas Lewis_<NA>,
11140,4784,,,,,,,,,,,,,1484.0,,,,0.0,,,Thabiti Davis,thabiti davis,WR,FA,1975-03-24,46.1,0.0,,,,,74.0,205.0,Wake Forest,2025,Thabiti Davis,Thabiti Davis_<NA>,
11143,4789,,,,,,,,,,,,,,,,,0.0,,,Craig Walendy,craig walendy,RB,FA,1977-07-11,43.8,0.0,,,,,73.0,229.0,UCLA,2025,Craig Walendy,Craig Walendy_<NA>,
11145,4793,,,,,,,,,,,,,,,,,0.0,,,Ron Powlus,ron powlus,QB,FA,,,0.0,,,,,73.0,225.0,Notre Dame,2025,Ron Powlus,Ron Powlus_<NA>,
11149,4800,,,,,,,,,,,,,1496.0,,,,0.0,,,Karon Coleman,karon coleman,RB,FA,1978-05-22,43.0,0.0,,,,,68.0,198.0,,2025,Karon Coleman,Karon Coleman_<NA>,
11154,4806,,,,,,,,,,,,,1460.0,,,,0.0,,,Clint Stoerner,clint stoerner,QB,MIA,1977-12-29,43.4,0.0,,,,,74.0,210.0,Arkansas,2025,Clint Stoerner,Clint Stoerner_<NA>,
11160,4813,,,,,,,,,,,,,,,,,0.0,,,Scott Dragos,scott dragos,TE,FA,,,0.0,,,,,,,,2025,Scott Dragos,Scott Dragos_<NA>,
11166,4819,,,,,,,,,,,,,2371.0,,,,0.0,,,Chris Coleman,chris coleman,WR,FA,1977-05-08,44.0,0.0,,,,,72.0,202.0,North Carolina State,2025,Chris Coleman,Chris Coleman_<NA>,
11168,4821,,,,,,,,,,,,,1535.0,,,,0.0,,,Larry Foster,larry foster,WR,FA,1976-11-07,44.5,0.0,,,,,70.0,196.0,LSU,2025,Larry Foster,Larry Foster_<NA>,
11169,4822,,,,,,,,,,,,,2359.0,,,,0.0,,,Scottie Montgomery,scottie montgomery,WR,FA,1978-05-26,43.0,0.0,,,,,73.0,195.0,,2025,Scottie Montgomery,Scottie Montgomery_<NA>,
11170,4826,,,,,,,,,,,,,,,,,0.0,,,Jake Moreland,jake moreland,TE,FA,1977-01-18,44.3,0.0,,,,,75.0,255.0,Western Michigan,2025,Jake Moreland,Jake Moreland_<NA>,
11174,4833,,,,,,,,,,,,,,,,,0.0,,,Bobby Brown,bobby brown,WR,FA,,,0.0,,,,,,,,2025,Bobby Brown,Bobby Brown_<NA>,
11175,4835,,,,,,,,,,,,,,,,,0.0,,,Chafie Fields,chafie fields,WR,FA,,,0.0,,,,,,,,2025,Chafie Fields,Chafie Fields_<NA>,
11176,4837,,,,,,,,,,,,,1566.0,,,,0.0,,,Curtis Jackson,curtis jackson,WR,FA,1973-09-22,47.6,0.0,,,,,70.0,195.0,,2025,Curtis Jackson,Curtis Jackson_<NA>,
11179,4842,,,,,,,,,,,,,2080.0,,,,0.0,,,Darrius Blevins,darrius blevins,WR,FA,,,0.0,,,,,,,,2025,Darrius Blevins,Darrius Blevins_<NA>,
11181,4846,,,,,,,,,,,,,2302.0,,,,0.0,,,Lavell Boyd,lavell boyd,WR,FA,1977-09-12,43.7,0.0,,,,,75.0,220.0,,2025,Lavell Boyd,Lavell Boyd_<NA>,
11182,4847,,,,,,,,,,,,,,,,,0.0,,,Clarence Williams,clarence williams,RB,FA,,,0.0,,,,,,,,2025,Clarence Williams,Clarence Williams_<NA>,
11184,4852,,,,,,,,,,,,,1588.0,,,,0.0,,,Damon Savage,damon savage,WR,FA,,,0.0,,,,,,,,2025,Damon Savage,Damon Savage_<NA>,
11185,4854,,,,,,,,,,,,,,,,,0.0,,,Omar Bacon,omar bacon,RB,FA,,,0.0,,,,,,,,2025,Omar Bacon,Omar Bacon_<NA>,
11187,4856,,,,,,,,,,,,,2345.0,,,,0.0,,,Damon Washington,damon washington,RB,FA,1977-02-20,44.2,0.0,,,,,71.0,205.0,,2025,Damon Washington,Damon Washington_<NA>,
11192,4862,,,,,,,,,,,,,,,,,0.0,,,Sean Keenan,sean keenan,QB,FA,,,0.0,,,,,,,,2025,Sean Keenan,Sean Keenan_<NA>,
11202,4874,,,,,,,,,,,,,2181.0,,,,0.0,,,Dave Dickenson,dave dickenson,QB,FA,1973-01-11,48.3,0.0,,,,,71.0,185.0,,2025,Dave Dickenson,Dave Dickenson_<NA>,
11203,4876,,,,,,,,,,,,,,,,,0.0,,,Mike Horacek,mike horacek,WR,FA,,,0.0,,,,,,,,2025,Mike Horacek,Mike Horacek_<NA>,
11206,4880,,,,,,,,,,,,,2329.0,,,,0.0,,,Winston October,winston october,WR,FA,,,0.0,,,,,,,,2025,Winston October,Winston October_<NA>,
11207,4881,,,,,,,,,,,,,2188.0,,,,0.0,,,Matt Simonton,matt simonton,PK,FA,,,0.0,,,,,,,,2025,Matt Simonton,Matt Simonton_<NA>,
11211,4886,,,,,,,,,,,,,2830.0,,,,0.0,,,Andre Rone,andre rone,WR,FA,,,0.0,,,,,,,,2025,Andre Rone,Andre Rone_<NA>,
11213,4888,,,,,,,,,,,,,,,,,0.0,,,Cory Nelson,cory nelson,WR,FA,,,0.0,,,,,,,,2025,Cory Nelson,Cory Nelson_<NA>,
